"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Metro","Youngstown, OH",,"OH","Youngstown, OH, OH","Youngstown, OH",93,1.13667117726658,86.81,0.0502,,87800,0.342857142857143,7.07317073170732,0.0396697038724374,,0.124494048728389,0.0391219884423657,78
"Metro","Augusta, GA",,"GA","Augusta, GA, GA","Augusta, GA",94,2.08389715832206,86.75,0.0224,2.48,149600,0.605245460659045,8.56313497822932,0.0309692513368984,,0.113664456051231,0.0302931314284525,76
"Metro","Scranton, PA",,"PA","Scranton, PA, PA","Scranton, PA",95,0.906630581867388,78.43,0.0343,,114300,0.616197183098592,10.7558139534884,0.00425196850393705,,0.206882792424553,0.0413184099202864,104
"Metro","Harrisburg, PA",,"PA","Harrisburg, PA, PA","Harrisburg, PA",96,1.8403247631935,86.7,0.0241,,174900,0.286697247706422,5.17137702946482,0.0440880503144654,,0.0827084459870793,0.0413647672597776,76
"Metro","Melbourne, FL",,"FL","Melbourne, FL, FL","Melbourne, FL",97,9.03924221921516,87.96,8e-04,0.42,207900,0.0962927298988926,9.536354056902,0.0437469937469936,,0.061368272995679,0.015073301672517,77
"Metro","Chattanooga, TN",,"TN","Chattanooga, TN, TN","Chattanooga, TN",98,5.02029769959405,90.88,0.0205,1.66,153900,0.785854616895874,7.84863349684653,0.0789798570500324,,0.0992327542328956,0.019940863638188,63
"Metro","Spokane, WA",,"WA","Spokane, WA, WA","Spokane, WA",99,8.32205683355886,93.84,0.0095,2.19,231000,1.0056843025798,12.0271580989331,0.0812813852813852,,0.0525160079117637,0.018512607724226,54
"Metro","Provo, UT",,"UT","Provo, UT, UT","Provo, UT",100,9.93234100135318,,0.0038,0.24,337100,1.50557061126167,14.6208772526352,0.0638682883417383,,0.0556848432718053,0.00696219799915536,50
"Metro","Lancaster, PA",,"PA","Lancaster, PA, PA","Lancaster, PA",101,2.82814614343708,88.89,,,203700,0.493339911198816,5.27131782945736,0.0388856161021109,,0.0492524781972808,0.041792686279901,69
"Metro","Modesto, CA",,"CA","Modesto, CA, CA","Modesto, CA",102,7.59133964817321,91.81,,,304600,0.528052805280528,6.35474860335195,0.0436309914642155,,0.0627560619647975,0.0207340991874475,60
"Metro","Portland, ME",,"ME","Portland, ME, ME","Portland, ME",103,6.23815967523681,,,,289800,0.8,9.39977349943375,0.056511387163561,,0.0432934438459211,0.0668624687158754,70
"Metro","Durham, NC",,"NC","Durham, NC, NC","Durham, NC",104,8.97158322056834,93.62,,,237700,0.891341256366723,8.43978102189781,0.0570845603702146,,0.0602989364209903,0.0152353411683753,61
"Metro","Santa Rosa, CA",,"CA","Santa Rosa, CA, CA","Santa Rosa, CA",105,9.48579161028417,97.43,,,642100,0.281118225831641,4.86689531275518,0.0678165394798318,,0.0322786657908182,0.00678349349915206,55
"Metro","Lexington, KY",,"KY","Lexington, KY, KY","Lexington, KY",106,7.37483085250338,92.76,,,174500,0.63437139561707,5.95021250758956,0.0624011461318053,,0.0584930052850925,0.0182015644418324,62
"Metro","Lafayette, LA",,"LA","Lafayette, LA, LA","Lafayette, LA",107,0.87956698240866,81.61,,,137600,-0.145137880986938,0.953778429933969,0.0265843023255814,,0.138863518888432,0.036909958307691,105
