"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,210000,214900,214900,215900,220000,220000,220000,225000,224400,220000,220000,220000,219900,209153,215000,215000,214900,212995,206000,207900,204900,2e+05,199900,199900,199500,199900,199900,199900,2e+05,199900,199900,199900,199500,2e+05,199900,204999.5,205900,210000,215000,219900,227950,235000,239000,239900,248000,249500,249900,249900,250000,250000,249900,255000,260000,270000,269900,274999,269900,269900,269000,268000,275000,270758,269000,279000,299000,299000,299900,3e+05,305000,3e+05,299000,309000,312000,314500,319000,321950,320999,325000,325000,329900,329900,330000,330750,329900,329000,329900,335000,339000,349675,329900,339000,339900,340000,343500,339900,330000,335000,345000,349500,349000,349900,350000,350000,355000,359000,360000
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,95000,99000,99900,99900,99000,95000,94500,94900,94900,89900,89900,85000,84900,79000,81500,79950,80000,79900,79000,77900,77000,74000,72650,70000,66900,69900,69900,69000,67500,67500,65900,65000,66100,65000,66900,65900,65325,65995,66950,67828,67999,67000,66500,65000,69000,69000,68600,68400,66900,68000,69000,69900,70000,72250,72000,74900,74900,74900,75000,75000,75000,75000,76000,77900,79900,79900,80000,79999,80000,80000,79900,80000,80000,80750,81900,85000,85000,88000,89900,89000,89000,87600,86920,85000,85825,87500,89900,90100,95000,99000,99000,99000,99000,99000,98000,98500,98800,99572.5,99900,109900,110000,110000,112500,110000,110000,110000
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,80000,80000,80000,81000,80000,80000,79900,79900,79900,79900,79900,79000,75562,74900,74900,74990,75000,75000,75000,74900,74500,74000,70000,72500,70000,70000,70000,69900,70000,70000,70150,70000,69900,69900,69900,69900,69900,69900,70000,69900,69700,69900,73000,75000,74889,74000,74900,73000,73787.5,74900,74227.5,68800,68900,70000,70000,74150,72900,70000,70000,70000,74900,73975,74200,70000,76532,82900,80000,79900,79900,81950,81000,80000,80000,80950,86500,87200,89950,90000,95000,95900,95600,95000,99900,99500,99500,99500,1e+05,105000,105000,105000,108000,107000,106000,104000,100800,104900,101000,1e+05,103000,108000,114900,114900,114000,115000,112500,110000
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,76900,78000,79900,79900,79100,75000,75000,75000,75000,73000,72500,70900,69900,65250,69000,68000,68000,67500,64900,64900,64000,64900,64900,64900,63500,65000,66500,67000,67900,69500,69950,73947.5,71500,75000,75000,79500,80000,80000,85000,85000,89900,89475,90000,91000,95000,98000,99900,99900,102000,105000,109900,109900,109900,110000,110000,110000,109900,110000,110000,110000,112985,112935,110000,110000,115000,115000,107000,114900,117900,119900,119900,123000,124500,124900,124900,125000,120000,124500,126000,125000,125000,128000,130000,129950,130000,137000,139000,137500,138500,139900,139900,140000,144000,149000,149000,145000,145000,148000,149000,149900,149999,150000,150000,150000,154500,155000
"San Diego County","CA","San Diego-Carlsbad","06","073",5,185000,190000,191500,190000,195000,199000,199900,199900,199900,199900,2e+05,199999,199000,187500,194900,195000,196565,191500,190000,189900,189000,185000,184000,180000,179900,180000,180000,179900,180000,180000,179900,180000,175000,179000,175000,182350,185000,189000,187000,195000,199000,205000,215000,224877,230000,236000,235000,239250,239900,240000,249000,249900,239000,245000,250000,250000,259000,253400,255900,250000,250000,249900,251559,259000,266249.5,249900,280000,289000,285000,281499.5,278000,274999,275900,285000,290000,289999.5,299000,299000,309000,310000,315000,314900,319700,320000,329900,335000,335000,335000,339000,340000,345000,345000,348000,349000,349000,345000,340000,339000,349000,350000,344900,325000,340950,349000,349999,350000
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,225000,225000,225000,225000,225000,227500,225000,245000,230000,226775,235000,230000,226950,215000,219000,219000,219500,219900,210000,209900,207000,200575,2e+05,199900,197000,199000,199000,199000,199900,199000,199000,199650,190000,199999,199000,199900,199000,199000,209999.5,225000,239900,249250,255000,264997,275000,277000,279000,274900,269900,269900,274900,279900,282500,285000,290000,299000,299000,290000,297000,295000,299900,295000,299900,299000,304999,310000,310000,316000,320000,314999,3e+05,315000,315000,319000,319900,329900,334900,338450,340000,341500,341500,340000,348000,339950,339400,342000,349900,355000,369000,369000,369000,369900,375000,379000,375500,375000,380000,378000,389900,395000,398945,398888,399250,399662,399000,399000
"Kings County","NY","New York-Newark-Jersey City","36","047",7,219000,215000,210000,210000,220000,224000,220000,224900,220000,209000,207000,209000,205000,189000,199000,2e+05,2e+05,199000,199000,199000,199000,199000,195000,191000,189000,189000,189000,189000,188000,189000,185000,180000,179000,179000,179000,179700,185000,185000,180000,179999,175000,170000,175000,179000,179900,179000,179000,179900,179000,175000,175000,175000,179000,180000,179000,179000,190000,195000,199000,199000,199000,189000,189000,195000,195000,195450,195000,199000,199000,199000,199000,199000,199000,195000,188000,189000,199000,210000,210000,215000,219000,219000,217500,219000,220000,219999.5,225000,239000,229000,237000,233000,239000,239000,249000,250000,250000,250000,255000,250000,256000,259000,259999.5,260000,260000,260000,260000
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,69000,66900,66000,66950,65000,65000,65000,65000,65000,65000,65000,60800,61200,59000,60000,60000,61000,62900,62500,62000,62000,60000,61000,60000,62900,64777,64900,64900,65000,65000,67500,67100,69900,69000,69900,69900,69900,69900,70000,72000,73300,75000,75000,75000,79000,79000,79900,80000,83000,84900,85000,85000,87900,89900,89900,93000,94900,95000,97900,98000,99900,97000,89000,89900,95000,95000,90000,92250,97500,99000,110000,112000,114897.5,115000,115900,117000,119900,124858.5,125000,129000,129000,129000,130000,134000,135000,135100,139900,139500,139900,140000,144000,144900,145000,145000,148500,149000,149900,155000,155000,155000,155000,155000,156000,159900,160000,160000
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,75000,76900,78000,78200,77889.5,77900,77806,77000,76900,78000,77500,75000,74900,72900,72700,71500,70650,70950,70000,74000,70000,69900,67000,65100,63900,64900,65000,65850,66500,67000,67900,68000,66900,68000,68500,69500,69000,69900,69900,70000,70000,69900,68000,69000,69500,69500,68000,67900,65000,65000,65000,67500,69000,68400,64900,70000,70000,69900,68000,65000,69850,70000,69999,72500,75000,78900,79900,84900,83250,84900,83900,86408,84900,84900,87000,89000,89900,92000,95700,96500,95000,95000,99900,102000,1e+05,105000,108908,110000,118300,119600,119900,124000,118811.5,124900,125000,125000,124900,129000,127000,130000,130000,130000,140000,140000,144900,144900
"Queens County","NY","New York-Newark-Jersey City","36","081",10,225000,225000,219000,219000,219000,219000,219999,223999,225000,219000,216000,215000,214950,2e+05,205000,2e+05,199999,199000,199000,198999,199000,195000,189000,189000,189000,189000,189000,189000,188000,185999,186000,185000,186000,185000,188000,186000,186900,185000,181000,185000,188000,185000,185000,188000,189000,189000,189000,189000,189900,190000,190000,190000,190000,190000,190000,195000,196000,192888,190000,190000,199000,199000,199000,199000,199000,209000,207075,209000,209000,209900,210000,215000,2e+05,209000,208000,209900,218888,219999,220000,225000,219000,219888,225000,225950,225000,229000,229000,230000,235000,235000,238800,239000,239894,240000,239894,242999.5,248888,249000,250000,250000,252000,255500,259000,250000,255000,259000
"Riverside County","CA","Riverside-San Bernardino-Ontario","06","065",11,106900,109000,109000,109000,109650,109391,109000,110000,109500,109900,109900,109900,109000,97000,1e+05,101000,101000,1e+05,99900,99900,95000,92500,90630,91000,90000,89900,89500,89000,89900,86500,88000,88500,85050,89000,87500,89000,94900,94500,98000,98000,99000,99700,1e+05,1e+05,105000,109999,112500,110000,119000,120000,120000,119900,119000,125000,124200,124000,125000,124500,125000,129000,135000,127000,138000,135000,135000,139000,139900,139900,139900,139994.5,140000,141500,145000,145000,148000,149900,149900,150000,152900,155000,153450,152000,152000,155000,155000,155000,159900,160000,160000,165000,165000,169250,169900,175000,174900,170000,174000,170000,176000,178000,179000,185000,180000,189000,197500,199000
"San Bernardino County","CA","Riverside-San Bernardino-Ontario","06","071",12,99500,99000,99000,99000,99000,99500,99900,99900,99900,99900,99500,99000,99000,89900,90000,90000,89950,89900,85400,85000,82000,79999,79000,76000,75000,71900,70000,69900,69900,69900,70000,70000,69000,69900,69800,69900,70000,69900,70000,69000,69000,72000,74900,75000,75000,79500,79900,75000,79900,75000,79900,79000,79000,85250,89100,89000,95000,91000,90000,95000,98000,87000,97000,85000,90000,95000,96000,94900,90000,90250,85000,82500,85000,88000,89000,89900,86000,92500,95000,99900,1e+05,99000,95000,89500,85000,85900,90000,95000,97950,99900,112500,120000,115000,122000,115000,99500,1e+05,1e+05,114450,118800,120000,125000,125000,127950,130000,134900
"Clark County","NV","Las Vegas-Henderson-Paradise","32","003",13,77500,75000,74900,74900,74000,72450,72900,74900,70000,70000,70000,70000,70000,65000,67500,68000,68000,65999,64900,64990,64900,64200,63900,62400,60000,63000,63000,63750,65000,65000,65336.5,64900,64900,65000,63000,69900,70000,70000,72500,72925,76000,78000,79900,84900,84994.5,85000,86000,90000,89900,89900,89000,90000,90000,90000,90000,94900,94000,94900,93000,95000,97500,99888,99900,99900,103000,99900,104000,104900,107500,108900,109000,109900,109900,113000,112000,112500,110250,115000,117900,118000,119900,120000,120000,120000,124900,125000,129000,129900,130000,130000,134900,135000,139800,139900,139999,142000,145000,149000,149900,149999,150000,155000,157500,159000,160000,162900
"King County","WA","Seattle-Tacoma-Bellevue","53","033",14,199900,199500,199000,199000,198000,189900,189500,188000,184000,179950,175000,174950,170000,159900,159950,159000,150285,150000,149500,149000,144900,140000,139900,135000,134950,139000,139000,137500,139500,138800,139000,140000,140000,140000,139527.5,140000,140000,141925,145000,149900,151000,155000,159990,160000,161950,164900,165000,165000,165000,169000,169900,170000,175000,179950,180000,183200,184950,185000,182000,180000,189000,189000,189950,195000,199000,2e+05,2e+05,202750,206000,205000,206600,204900,204000,209950,224500,225000,225000,229950,239500,239500,240975,245000,240000,235250,235000,240000,249950,259950,260000,259950,269900,268875,274950,265000,265000,260000,256444,265350,275000,275000,275000,280000,285000,285000,289000,290000
"Wayne County","MI","Detroit-Warren-Dearborn","26","163",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23900,24900,24900,24900,25000,25000,25000,25900,25000,24900,25000,25000,25000,26900,29000,29000,27900,27900,26900,27000,28000,29900,29900,30000,31900,32000,32000,34263,34900,33900,33000,33600,34900,35000,36446,35570,36999,37500,35000,35900,35000,35000,35000,35000,36800,38000,39000,39900,42000,44000,45000
"Tarrant County","TX","Dallas-Fort Worth-Arlington","48","439",16,79945,80000,82000,84000,83500,84000,84000,83500,83000,83000,82000,79900,79900,75000,79000,78500,79000,79000,78000,79000,75000,75000,74900,73300,70600,70000,73100,73100,74900,74500,73500,69900,69700,69900,69900,70000,70000,69900,69900,71500,73000,72900,75000,75000,77700,78000,77900,76000,78400,79000,79900,79500,82000,79900,80000,83500,80000,79950,79900,79900,80000,85000,84900,86000,89900,89000,89900,90000,90000,93000,90900,95000,94505.5,95000,94900,98750,99625,1e+05,105000,107000,105000,109500,109000,107950,105000,110000,115000,120000,124900,124900,125000,125489,120000,125000,129900,126000,125000,126500,130000,136031,139900,139900,140000,145000,145000,145000
"Santa Clara County","CA","San Jose-Sunnyvale-Santa Clara","06","085",17,284900,285500,290000,299250,299900,305000,305000,315000,310000,299999,299000,299900,299000,279000,290000,295000,295000,299000,299000,299000,279000,282450,280000,298000,286200,295000,295500,299900,3e+05,310000,312000,319200,3e+05,320000,329000,334251.5,349000,349350,369000,378500,395000,399888,415000,424974.5,424999.5,429000,438000,449000,449000,429000,439000,449000,450000,465250,464000,469900,478900,484000,465000,450000,450000,475000,499000,499950,519000,526800,529500,539888,549000,549000,550000,550000,549888,550000,550000,569000,569894,559888,578900,588000,585000,585000,570000,569000,588000,595500,599950,599995,599999,6e+05,609950,599995,599000,617250,647500,625000,649999,698000,699999,729000,762500,785000,788000,779888,780000,788000
"Broward County","FL","Miami-Fort Lauderdale-West Palm Beach","12","011",18,60000,60000,60000,60000,60000,59945.5,60000,60000,60000,59900,59933,59000,58900,54900,56700,57900,58900,58900,58900,58900,58000,57500,58900,57500,59000,59500,59900,59900,59900,59900,60000,60900,64900,64500,65000,64999,65000,65000,66600,67000,69000,69900,69900,70000,72500,72000,74900,74500,75000,76000,75500,75000,79500,79900,79900,83000,84900,84900,85000,85000,85000,85000,85000,84999.5,89000,89000,87500,89500,89999.5,90000,95000,95000,95000,99000,99900,1e+05,99950,104000,107000,109900,109500,109900,110250,114000,114900,115000,118000,117000,118000,118500,119000,119500,119500,120000,120000,120000,120000,125000,125000,125000,125000,127900,128500,129900,130000,130000
"Bexar County","TX","San Antonio-New Braunfels","48","029",19,74900,74900,75000,75000,75000,75000,75000,75000,74950,74999,75000,74900,72000,70000,71500,71900,69925,69900,69900,69900,69900,69500,67900,67500,66000,65900,67550,66000,68707.5,69000,67000,65000,65000,65000,65000,66100,65000,65000,67500,66000,65000,65000,67000,66000,65000,65000,65000,67000,69500,69500,69000,69500,69500,69800,69900,69500,69900,69900,69777,69960,70700,74900,73947.5,72000,73000,70050,75000,76000,75000,75000,75000,77599,77500,79000,79000,79000,79000,79900,79900,79500,80000,85000,85578,89900,88995,89000,89995,89999,90000,89900,94900,95429,98000,99100,99000,1e+05,1e+05,99900,102521,101143.5,104825,105000,107000,110000,109990,109999
"New York County","NY","New York-Newark-Jersey City","36","061",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,245000,235000,235000,240000,230000,230000,239000,238000,235000,235000,241628.5,249000,239000,240000,239000,250000,250000,250000,250000,250000,250637,259000,259000,260000,275000,266500,269000,279999.5,279499.5,279999,279999,299000,299000,295000,295000,299000,295000,295000,299000,299000
"Philadelphia County","PA","Philadelphia-Camden-Wilmington","42","101",21,80000,80000,84900,84900,80000,84000,84900,84900,85000,85000,86710.5,84900,80000,79900,84900,80000,81900,82000,79900,78700,75900,75000,74900,72000,70000,70100,74900,70000,70100,72900,74000,70000,69999,69900,69900,69900,69900,69900,69900,69900,69900,70000,69900,69900,70000,70000,69900,69900,69900,69900,69900,69999,69900,69900,70000,72500,74900,75000,75000,74930.5,74999,74900,73745,72000,74120,74500,74900,74900,74900,72850,71450,70000,70000,70000,70000,71900,74900,75000,75000,74900,74900,70000,69900,69900,70000,72000,74900,75000,80000,79900,79900,79900,79900,80000,79900,79500,79900,80000,80000,80000,84900,85000,85000,87500,86000,89900
"Alameda County","CA","San Francisco-Oakland-Hayward","06","001",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319000,325000,349000,359000,365000,375000,375000,379000,389450,397000,399000,389000,380000,379450,375000,394900,399000,399000,418000,429925,444900,448888,449000,449900,449000,435000,439000,450000,468888,475000,485000,489000,489900,489000,485888,495000,489000,488888,495000,495000,499000,499000,518000,526500,520000,515000,520434.5,525000,528888,525000,548950,549000,550000,560000,575000,579999.5,598944,599000,598000,598000
"Middlesex County","MA","Boston-Cambridge-Newton","25","017",23,189000,189900,189900,195250,192750,189900,195000,199000,198900,194900,190000,189900,187450,177250,175500,179000,184900,185000,182000,179900,178950,178950,165900,158000,167900,169000,169900,169900,169900,174900,179000,179900,182500,184000,184750,182700,179900,179900,184700,189900,189900,194900,196000,199000,199900,199900,199912,199900,199900,199900,203000,208950,209900,209895,209000,209900,209900,209900,208000,209500,213000,210000,210000,209900,210000,215000,219990,219900,219900,219900,224900,219900,219000,222111,222000,226000,229900,229900,229900,235000,234900,229900,229900,229900,229900,239900,244900,240000,249900,252000,259900,259900,269900,269900,267900,260000,264900,269000,269999,269900,270000,279900,284900,279900,285000,287950
"Suffolk County","NY","New York-Newark-Jersey City","36","103",24,214999,215000,219000,219990,229900,229900,229500,229000,229000,220000,219883,219000,217945,2e+05,209000,209900,209900,209000,204990,199999,199999,199990,199000,199000,199000,198500,199000,199000,195000,199000,199000,199000,190000,190000,190000,189999,189996,190000,190000,198894,199000,190000,194850,195990,199000,199000,199000,199000,199000,199900,199900,199999,2e+05,205000,203000,208000,209900,209000,209000,2e+05,2e+05,207525,209000,210000,210000,214990,215000,215000,210000,209999,209900,207750,209000,205000,207000,213000,218000,220000,220000,220000,224990,225000,224900,224900,224999,225000,226500,229900,229000,230000,238000,239000,239000,240000,244990,249000,249900,248000,249000,249900,249999,259000,259000,257000,259000,259000
"Sacramento County","CA","Sacramento--Roseville--Arden-Arcade","06","067",25,129000,129900,130000,132250,129900,129900,129900,129900,129000,127000,125000,124900,120900,104900,119900,119500,114900,114900,114900,115000,110500,110000,109500,109000,108900,109000,109000,108900,109300,110000,110000,115000,108900,115000,109900,120000,120000,125800,130000,132000,139900,139900,145000,150000,150950,155000,158000,159694,159900,159900,165000,168999,169000,170000,175000,179000,180000,179900,179000,157500,179999,179000,179900,181650,189500,190000,194943.5,195000,199500,199999,208646.5,204950,2e+05,204900,209000,214994.5,219000,220000,224500,229000,230000,232000,231000,235000,235000,230000,235000,239000,244900,249000,250000,252694,255000,254000,255000,250000,255000,259000,259000,259900,262000,264000,269000,269000,269500,269000
"Bronx County","NY","New York-Newark-Jersey City","36","005",26,179000,179000,178000,175000,180000,179900,179000,180000,183602,169900,169000,169000,169000,155000,169900,170000,170000,169000,165000,160000,159949.5,159000,157000,150000,149500,149000,150000,150000,153999.5,150000,150000,150000,150000,150000,154949.5,155000,159000,157000,155000,155000,150000,150000,150000,150000,150000,155000,155000,150000,150000,150000,150000,154050,155000,155000,159000,159000,162000,159450,145000,155000,150000,150000,152499.5,159000,159000,159900,159000,164700,162250,160000,163000,160000,159900,159000,159000,159000,160000,164900,165000,165000,165000,165000,166000,166000,165000,165000,170000,174900,177750,179000,180000,180000,185000,190000,189900,194125,194950,194950,195000,199000,2e+05,201000,2e+05,2e+05,2e+05,2e+05
"Nassau County","NY","New York-Newark-Jersey City","36","059",27,225000,225000,224876,224638,224438,224900,222991.5,229000,235000,220000,223999.5,229000,225000,209000,215698,219999,220000,219000,210000,209000,214000,210000,208000,205000,199900,199000,199000,199000,199000,199000,198999,198250,195000,195500,199000,199000,199000,199000,199000,199000,195000,195000,192521,195000,199000,195000,195000,195000,197359,199000,199000,199000,199000,199000,199000,199900,199000,199000,199000,199000,199000,199000,199000,199000,199000,199900,205000,205000,199000,199000,199900,199999,207944,199999,199999,209500,219000,225000,225000,220000,219990,222055.5,224000,221055.5,224000,225000,229000,232444,229994.5,235000,239000,239000,246778,249000,249000,249000,250000,250000,250000,250000,259000,260000,259000,255000,259900,259900
"Palm Beach County","FL","Miami-Fort Lauderdale-West Palm Beach","12","099",28,59500,59900,59999,59900,59900,59000,59000,59900,59900,59900,60000,59000,57000,51000,54900,54900,55000,55000,55000,55000,55000,55000,54900,54000,53900,52900,54900,54900,55000,55000,55500,56900,59000,58600,59000,59900,59900,60000,60550,62500,62500,64900,65000,65000,65000,66000,68500,69000,69950,70000,70000,71250,74900,75000,76900,78000,77000,79000,78500,79250,79900,79900,79999,82500,84850,85900,85000,85800,89000,87900,88000,88900,89900,90000,90000,90000,89970,94600,99000,99900,104900,105000,105225,109000,112000,114900,115000,115000,114900,114900,115000,115000,115450,116950,119900,119900,119900,124900,122000,122900,125000,125000,125950,129000,129900,129900
"Cuyahoga County","OH","Cleveland-Elyria","39","035",29,49900,54750,54900,59000,57500,58000,55000,55000,57500,56200,57500,54900,52949.5,49900,49900,49900,49900,49900,49900,49900,49900,48000,45775,44900,45000,44500,42900,44000,44900,44900,44900,45000,44900,44900,44900,44900,42500,41000,42900,44777,44900,45000,45000,45000,45000,45000,45950,45900,46050,47500,46000,48000,49900,49900,49900,49900,49900,49900,49900,49900,49400,49900,49900,49900,49900,49900,49900,49900,49900,49500,48900,47900,47500,47700,49000,49900,49900,49992.5,52900,54000,54000,53699.5,53000,52000,50000,52000,53000,54900,55000,57900,58000,57900,58900,59900,59000,59900,59900,59900,59900,59900,59900,60000,60000,60000,63028.5,64500
"Hillsborough County","FL","Tampa-St. Petersburg-Clearwater","12","057",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000,59900,59900,59999,59900,60000,62892.5,62900,64000,62900,64620,64975,65610,65000,66000,66900,65000,67000,65753.5,67000,68000,68000,69900,69900,70000,74200,74900,75000,79000,79900,82925,84900,85000,89250,85000,89900,90000,90000,93000,99900,93000,96950,99900,99900,103950,105000,109000,109900,109900,109000,115000,114900
"Allegheny County","PA","Pittsburgh","42","003",31,46000,49900,49900,51360,50000,52500,53900,53000,54900,54900,52900,49900,49900,49900,49900,49900,50000,49900,49900,50000,49900,49900,49900,49900,49900,49900,49900,49800,49900,49900,49900,49900,49900,49900,50000,50000,49900,49900,49900,49900,49999.5,50000,50000,49999,50000,50000,53500,52500,51500,52750,53900,54900,54900,55000,54900,54000,52900,52900,50000,49999.5,50000,50000,50000,50000,50860,51400,50000,52500,52000,50374,50000,50000,52000,52000,52900,53799.5,54000,54900,54900,54900,54900,54900,55000,55000,54900,54900,54900,55000,55000,56900,55000,55000,55000,55000,55000,55000,54900,54900,55000,57500,56900,56750,56900,58946,58900,59825
"Oakland County","MI","Detroit-Warren-Dearborn","26","125",32,34000,34900,32900,30000,30000,30000,31950,32900,32000,32500,32365,30000,30000,26500,28500,28900,29500,29000,28600,28900,29000,29000,28900,28900,28900,28788.5,29900,29417,29900,29900,29900,29900,29200,29900,29900,30000,30000,29900,29900,30000,30000,31500,30000,32997.5,33000,33500,34361,34900,34900,34900,35000,35990,37700,38000,39950,39999,39900,39900,39900,43000,44900,41900,40000,40000,40000,39900,42900,44900,44900,45900,45000,47900,49000,44350,43999.5,44949.5,45000,45000,45999,49900,49900,49900,49000,48900,47000,47000,49900,49900,49900,50000,49900,50000,50000,50000,50000,50000,53000,55000,54900,52000,55000,55000,55900,57700,58900,60000
"Franklin County","OH","Columbus","39","049",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,52000,52500,52500,53000,54900,56500,57900,58000,59000,59900,59000,58500,59250,59900,59900,59900,59900,60000,59900,59900,59900,59900,59900,60000,62900,64900,65500,67500,67500,67000,65000,65500,66622,65700,64900,64000,65000,66000,68000,69852,69900,70000,71900,73950,74397.5,73000,73500,74900,74900,77000,79000,80000,80050,79900,80000,83550,84900,85000,84700,84000,84194.5,86900,89000,89900,90000,94900,95900,94900
"Hennepin County","MN","Minneapolis-St. Paul-Bloomington","27","053",34,111900,114900,118900,118700,119000,114900,114900,110000,109900,108000,105000,99900,99900,99000,95000,94900,90000,90000,89900,92448,89900,89900,89900,89900,86900,89000,89900,89900,89900,90000,90000,94900,93030,94900,94000,99900,99000,99900,99900,104900,109900,110000,110000,112900,117933.5,119900,120000,124900,120000,120000,122000,124947.5,129000,129870,129900,129850,129900,129900,129900,129900,129900,129850,129900,134878,137900,137250,139887.5,139900,142500,142900,142250,139999.5,139900,139900,144900,145000,147250,149900,154900,154900,154900,153500,154900,154900,150000,153000,159900,164900,165000,168500,165000,166400,167900,167900,165000,164999.5,165000,165000,169900,170000,175000,175000,175000,179900,179900,179900
"Orange County","FL","Orlando-Kissimmee-Sanford","12","095",35,59000,59000,58950,59000,55000,55000,55000,57500,56900,55000,56000,57900,57975,50000,54900,55000,55000,55000,54900,52000,51000,52500,50000,50000,50000,51500,52900,54000,54900,53900,52929.5,53900,50000,54900,49900,55000,55000,57500,56900,59900,59900,59900,56950,59900,59900,59900,59900,59900,61000,65000,64950,65000,65000,65000,65900,67900,66000,66900,65500,66950,69000,67380,67500,69900,69900,69900,74775,74900,75000,75000,75000,79500,79900,79900,79900,80000,83000,84900,85000,87500,87000,87000,88000,89900,89000,90000,92000,95000,99000,99000,99900,99900,98000,99900,1e+05,1e+05,104925,105000,110000,109900,112500,115000,115950,119947.5,118495,119999
"Fairfax County","VA","Washington-Arlington-Alexandria","51","059",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,229900,225000,229450,230000,229900,229900,239000,239900,239900,240000,240000,239900,239900,239900,237500,230500,229450,234995,239900,240000,248375,249900,249900,247500,245000,249900
"Contra Costa County","CA","San Francisco-Oakland-Hayward","06","013",37,209000,205000,209900,214900,215000,215000,218000,219000,215000,215000,209000,2e+05,199900,185000,199000,195750,197950,195000,189900,193491,188900,189900,192000,190000,199000,199900,199900,199900,2e+05,209750,219000,218500,219800,224900,229900,239998,245000,249900,250000,260000,285000,295000,299900,307000,311400,320000,319900,325000,325000,330000,335000,346250,345000,340000,345000,345000,344750,349000,342900,340000,348000,359000,364690,379000,389000,398580,389900,398000,394900,399000,399000,399000,399995,403250,419000,423330,425000,429000,430000,435000,434900,434000,429900,425000,426994,435000,446750,449500,459000,460000,460000,465000,460000,460000,465000,464950,465000,475000,485000,496500,499000,499900,510000,5e+05,510000,505000
"Salt Lake County","UT","Salt Lake City","49","035",38,158500,159000,155000,155000,154900,154377.5,151024,149900,145000,144900,140900,139900,139900,134900,134800,129900,129900,127000,124900,124900,124900,124900,124900,124900,123500,120000,120000,119900,119900,119900,119900,123000,124000,125000,127900,130000,131900,135000,139900,139900,139900,140000,140000,144900,149900,150000,150000,150000,151999,152200,156000,157700,159849.5,159900,159900,159900,159000,157900,156900,157000,159900,160000,165000,164900,169885,169000,170000,174900,174900,174999,179000,178500,178000,179900,185000,184900,184900,189000,189500,187900,193813.5,193500,198000,195000,194900,195000,194900,2e+05,201900,205000,210000,215000,218900,220000,219900,221310.5,228000,229000,229800,234900,235000,239900,239000,243900,245000,249900
"Travis County","TX","Austin-Round Rock","48","453",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,165450,165000,162500,169000,167500,169900,170000,175000,178000,179000,178000,180000,189500,190000,195000
"Saint Louis County","MO","St. Louis","29","189",40,69900,69900,72500,73700,73700,72500,69900,69900,69900,69900,69900,65500,64900,62720,60000,59900,62500,63500,60000,59900,59900,57900,54900,54900,53000,52200,52000,54900,55000,55900,58500,57500,55000,55000,58000,57000,55000,58000,59900,59900,59900,59700,58900,56950,57500,58000,58000,55000,57000,57900,58000,59000,59700,59900,58900,58000,59000,56900,57950,58000,56500,59500,59900,59900,60000,59900,59900,61500,59900,61616,59900,59000,58900,59000,59000,63000,64900,63700,62500,64000,62530,60000,60000,59900,59900,59900,60000,60000,60000,64500,64900,65000,66187.5,65000,63000,60000,60000,62900,63500,65000,69900,69900,70000,70000,69900,69900
