"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Hawaii",40,849000,850000,845000,865000,889000,895000,899000,899000,899000,895000,899000,899000,899999,895000,875000,865000,859950,849900,846500,838950,829000,815000,805000,825000,839000,847000,835000,848000,819000,849000,825000,849000,855000,869000,875000,888000,875000,875000,869000,894000,894500,898000,925000,915000,929250,948000,950000,975000,975000,975000,960000,985000,975000,980000,995000,995000,995000,995000,998000,1050000,1e+06,1050000,999250,1050000,1e+06,1070000,1025000,1e+06,1050000,1049000,1079000,1050000,1099000,1080650,1090000,1099000,1099000,1098000,1099000,1100000,1100000,1115000,1150000,1150000,1195000,1179000,1175000,1174000,1189000,1188900,1195000,1199000,1199000,1198888,1199000,1229000,1249000,1236500,1249900,1250000,1250000,1250000,1250000,1275000,1280000,1275000
"Maine",41,325000,324000,324900,325000,329000,335000,339500,349000,341450,340000,339900,331040,327000,329000,329500,325000,329000,325000,325000,325000,328000,327250,329000,325000,324900,325000,329000,329900,335000,334900,337500,335000,339000,329000,339900,339900,340000,339900,347000,345000,340000,345000,343575,349000,349000,349000,349000,349900,349000,345000,349000,349900,349900,350000,359500,365900,365000,364900,368000,369000,369000,359900,359007,369000,369000,369900,370000,369900,374848.5,375000,376000,379500,375000,369900,379900,385992,389900,395000,397200,399000,399900,399900,4e+05,399900,399900,4e+05,406900,415000,409000,415000,415000,417500,419000,419000,419900,429900,434950,435000,439000,444999.5,449000,445000,429898.5,429000,439000,449000
"New Hampshire",42,399900,399900,399000,399000,397000,395000,397000,395000,398700,389000,379900,385000,385000,385000,379900,375000,369900,369000,368950,359900,359900,359900,360000,364900,360000,364900,369900,369900,369900,369000,369000,369000,369000,369000,369900,374000,369000,369900,369900,369000,364900,365000,360000,364000,364900,367900,369850,368000,368500,369900,374000,374900,369000,369900,369900,369900,374900,379000,380000,379900,379999.5,379999,380000,384700,389000,385000,389900,389000,389900,392500,398900,399000,397500,398950,399000,399000,399000,399000,399500,399900,399900,399000,399900,419900,419000,415000,424450,420000,419900,420000,420000,419900,424900,425000,434900,438750,439400,429900,439000,439900,444000,439000,439900,439900,439900,444950
"Rhode Island",43,475000,469000,459900,459900,469000,469900,469000,471000,449900,449000,449700,449900,449000,449900,449000,439900,435000,437500,430000,430000,439000,439900,435000,435000,444000,445000,439900,439900,444500,430000,439900,449000,449900,450000,459000,449900,449900,449500,449000,449000,449900,455400,459000,459900,469000,475000,479000,489000,475063.5,470000,469000,464250,469900,469250,479000,465000,469900,469900,475000,479900,479900,479000,479000,476950,475000,475000,479900,479900,479947.5,485000,489000,489900,499000,499000,495000,495000,495000,497000,499000,499000,499000,499900,499900,519900,525000,509900,508944,5e+05,519000,519900,529000,525000,529900,529000,545000,549000,549000,549000,549900,550000,549900,549949.5,559000,549900,564900,555000
"Montana",44,485000,479900,465000,450000,450000,449900,450000,450000,458800,450000,475000,475000,475000,488000,475000,465000,449000,450000,455000,450681,449900,450000,475000,475000,475000,479000,475000,485000,475000,464450,474900,469000,475000,475000,479000,495000,485000,479000,495000,475000,469250,479000,470000,475000,478200,479450,475000,489000,485000,469900,469000,450000,450000,449000,449900,449000,458950,465000,475000,479000,489000,498000,469900,474900,479500,480000,494000,489900,495000,495000,490000,495000,489000,489900,489000,480000,490750,495000,495000,499000,499000,499000,499000,510805.5,525000,515000,499900,499000,499000,499000,499900,499500,505000,5e+05,525000,539000,538000,539925,540000,535000,537950,540000,545000,549000,550000,559000
"Delaware",45,349900,349900,349900,349900,354700,359900,359900,399900,399000,399000,391934,388246,380000,379900,379900,379450,379900,375000,382700,379999,389000,389000,389900,375000,369990,374700,374500,379900,374000,375000,374000,364000,374900,378463,378950,379000,379990,378950,379000,380000,379900,374900,369900,370603,374990,374500,375000,364945,370000,373990,369900,374990,375000,375000,374900,374900,375000,375000,375000,378990,377990,375000,379000,379900,379900,379990,379000,379000,389990,389900,389990,389900,389900,389900,389900,389900,389990,389900,390000,395000,391500,394995,394900,396500,395000,391000,394900,398000,399000,395000,396995,399000,399900,399900,399900,399990,399900,404990,404900,409500,399990,399997,402995,4e+05,404900,400900
"South Dakota",46,299900,299900,299900,299900,313450,317900,317900,319450,319900,319000,322500,319500,319900,324900,317500,315000,304900,311450,315000,318450,319000,315000,314900,314950,309900,309900,308450,309245,299900,306910,319000,319900,325000,322500,329000,325000,330800,322000,319000,315000,320000,329900,335000,339900,333560,335000,339000,339000,335000,335000,329900,334900,329000,331175,329950,345000,349900,350000,362900,365000,363900,360000,339900,330000,339000,330750,329950,337950,339900,334900,337200,357900,355000,349900,355000,359000,359900,349800,349000,349649.5,359900,356700,369900,384750,369500,369000,369900,364475,363165,359900,369900,382200,389000,380000,379900,379900,380000,384200,369949.5,369450,379900,379900,383900,379900,374950,375000
"Alaska",47,495500,494900,484625,479950,477000,469000,475000,464700,465000,477000,479000,480000,475000,485000,478000,475000,475000,475000,473500,469000,469250,475000,475000,489750,469900,485000,475000,462500,461000,459900,465000,468750,470000,479925,485000,475000,485000,480450,474250,469900,475000,468500,466000,469000,470000,470000,475000,480000,479000,480000,479000,479000,485000,469000,465000,469000,475000,475000,481225,489450,499900,514700,499999.5,499500,499000,499000,499000,499000,499000,514900,510000,519000,521900,511000,499900,499900,499000,499000,5e+05,499999,510000,515000,522750,525000,526950,525000,525000,524000,510000,499000,499000,498000,499000,499900,5e+05,509950,5e+05,5e+05,499999,499000,495000,497250,499000,499000,499000,499900
"North Dakota",48,249925,249900,249900,249900,249900,259900,259900,259900,259900,264900,264900,265000,265000,269900,268500,269900,269900,269900,269900,270000,271350,272100,277000,279978,287150,288000,287900,289900,289900,295000,298900,292000,295000,289900,296450,299900,299900,289950,299900,303143.5,306000,315235,318950,319900,320000,319600,320000,329000,334900,329175,319900,324900,325000,325450,329900,331100,334900,339900,334950,349900,352900,353217.5,352700,359900,357900,350000,355110,355000,357900,359000,356000,358900,354950,354900,359945,364900,359945,358498,351000,352500,352000,349900,357500,358749,359900,360000,360000,359900,364900,364900,368900,369900,369900,369900,369900,370000,369945,369900,369900,365301,369900,369900,369900,374900,374900,372210
"Vermont",49,389000,395000,385000,384900,385000,390000,395000,379000,379000,379900,389000,389000,375900,379900,379000,375000,375000,375000,375000,375000,374900,375000,375000,375000,369000,360000,369000,359000,359900,359000,359900,359500,359900,364900,369500,369000,365000,369000,365000,364900,359500,364900,369000,369000,369000,369900,369000,369000,369450,359000,369900,369250,369700,374500,374900,369650,369000,374900,375000,375000,375000,379000,375000,375000,375000,375000,375000,376950,378500,379000,379000,382000,380000,379950,379000,375000,379000,379900,383350,380000,380000,388000,389900,395000,395000,395000,392900,395000,395000,397000,398050,398000,399000,399900,4e+05,418400,415000,409450,399900,399000,399000,399000,403499.5,409000,425000,424900
"District of Columbia",50,740000,739250,709692.5,725000,725000,715000,7e+05,699605.5,699000,726300,725000,719000,719000,699900,699900,720000,719000,709000,699000,689000,696750,699000,699000,692500,719900,774000,749875,749000,749000,731500,699900,699000,727472.5,749999.5,749000,749900,749000,749000,731000,749900,750000,739900,729950,749900,749900,749000,739000,749000,745000,739325,749000,749000,775000,774949.5,769000,748500,750000,749900,749900,734900,749000,739000,769000,775000,775000,775000,769555,795000,799000,795000,795000,795000,759900,769900,775000,780000,799000,799000,795000,799000,799000,799900,799900,809000,834995,825000,819900,839825,849888,834900,849900,840000,850000,849900,845000,845000,825000,824949.5,830000,849900,849900,849900,849900,849000,839900,839900
"Wyoming",51,339900,334450,329950,329900,330000,337500,339000,338250,339900,338250,340000,339000,334750,343250,344700,345500,349500,349000,349000,350000,350000,349900,349900,355000,355000,359000,359900,359900,350000,350000,354900,350000,350000,354950,350000,356000,355000,350000,350000,355000,350000,349900,350000,349500,349900,348450,339000,347000,349000,348500,349000,349000,349500,350000,350000,350000,367950,369900,369950,369700,369900,374900,369900,369000,374000,374900,375000,378000,377900,379000,379900,381500,384900,384900,379900,380000,380000,379900,379400,375000,376500,379900,379900,389000,387198,386360,383045,385000,384762,385000,386000,389900,390000,389900,395000,399000,399000,398500,395750,395000,395700,395000,399900,399900,4e+05,407820
