"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,949000,944950,950000,945757,939000,935000,919000,9e+05,899000,899000,899000,899000,895000,895000,895000,874950,879000,875000,875000,850000,859000,865000,875000,875000,875000,880000,879000,889000,889000,898000,899000,899000,899650,939000,939000,935000,949900,948880,965000,985000,999000,999950,1025000,1e+06,1029000,1050000,1050000,1095000,1098000,1099000,1099000,1125000,1128000,1100000,1100000,1100000,1127000,1125000,1150000,1150000,1150000,1179000,1189000,1200000,1225000,1249000,1249000,1249000,1250000,1250000,1278000,1285000,1299000,1299000,1298000,1295000,1299000,1299999,1300000,1300000,1325000,1350000,1369000,1390000,1399000,1399999,1399000,1399000,1399000,1439793.5,1450000,1435000,1450000,1490000,1497000,1499999,1549000,1550000,1568765,1549000,1530000,1545000,1548000,1549000,1550000,1550000
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,429900,429900,427200,425000,424900,425000,425000,424900,410000,414000,414900,408500,404500,399900,399000,399000,399000,395000,395000,395000,398000,394000,389900,395000,398500,398000,399000,399000,399000,399000,395000,389900,389900,397250,399000,397000,399000,399900,399900,399900,415000,415000,419000,412000,429800,429000,429000,429900,434287.5,439000,434700,430000,429000,429900,429888,425000,435000,435000,439000,430000,435000,439900,439900,439000,440000,449000,449000,449000,449900,449900,449900,455000,459900,469000,465000,465000,465000,469900,475000,474900,479000,479925,489000,499000,499900,499900,499000,494900,499000,499000,498000,485000,485000,489900,497000,499000,499900,5e+05,499900,505000,5e+05,499900,499900,499900,499900,499000
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,344900,340000,339000,339000,339900,339900,336250,333000,325000,324900,324900,320000,315000,316990,319900,323990,320990,319900,318000,319900,319000,319999.5,319000,320900,319900,322000,325000,324900,324900,323970,322502.5,324000,325000,325000,325000,335000,337583,339900,342990,349000,349900,350000,350000,354990,361503,364900,373990,375000,379990,384900,371990,387990,389900,389900,393990,395736,399999,401990,402900,415000,419900,419990,419900,423900,419000,415585,415000,415000,415000,419000,419000,425000,424900,425000,425000,425000,425000,425000,421372,424900,421372,424712,424845,419999,424950,425000,424999.5,425000,424900,419992.5,419000,417000,419900,419500,419000,420990,419900,422495,420000,425273.5,425000,425000,425000,424990,429000,429844
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,399000,395000,389000,389000,380000,375000,369900,359900,350000,349900,349990,349994.5,349900,350000,349900,349900,345000,335990,335000,329900,335000,338000,336995,340000,349000,359900,364320,362000,366100,374000,365000,369000,374900,379000,389270,390000,392995,396945,399900,4e+05,410000,4e+05,409000,405000,415664,419000,419000,425000,425000,425389,425000,425000,420000,419900,419000,415000,418450,424900,425000,429000,433388,435000,439900,439900,434000,437000,432990,430990,435000,442900,449995,450000,450732,464999,465000,464515,469900,465000,469000,465000,465000,470000,479000,485000,485000,487000,488500,489000,489000,487900,479000,477945,479900,489900,495000,499000,5e+05,5e+05,510000,509900,5e+05,499900,499500,499000,5e+05,504000
"San Diego County","CA","San Diego-Carlsbad","06","073",5,850000,849000,824438,815000,819000,819000,815000,799000,799000,799000,799000,779000,769900,760000,749000,750000,750000,749900,749000,729000,729000,725000,725000,738944,736702,740000,745000,759000,789000,782000,794900,797000,799000,799000,799000,849000,849000,849500,849000,850438,875000,895000,9e+05,899000,899876,899000,899000,899900,899900,899900,899000,899000,925000,899000,899000,915000,925000,915000,925000,925000,924900,950000,949000,949000,949000,949000,939000,949000,959990,975000,975000,985995,999000,999990,1049000,1024950,1025000,999999,1e+06,999950,999974,1023900,1050000,1099000,1099000,1099000,1095000,1099633.5,1095000,1100000,1149000,1119000,1144950,1149000,1149888,1175000,1175000,1199000,1199000,1199000,1220900,1199900,1189000,1198944,1200000,1200000
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,899900,899000,875000,875000,875000,869000,860000,850000,850000,849900,850000,849000,849000,849000,830000,809000,811500,8e+05,806500,799900,799000,799900,8e+05,800250,816500,815000,799900,825000,830000,849000,849900,849900,859900,879000,898300,899000,899900,945000,950000,975000,975000,955000,968800,968888,989000,979000,989000,995000,990000,995000,999000,999000,995608.5,994450,995000,995000,999000,1029000,1040500,1050000,1067000,1089000,1084000,1099000,1099000,1095000,1099000,1100000,1125000,1149000,1150000,1175000,1195000,1198000,1188000,1180000,1195000,1199000,1199000,1198000,1199900,1200000,1249000,1261617,1275000,1259950,1250000,1250000,1250000,1292720,1298000,1299000,1299999,1329000,1349000,1379000,1374900,1370000,1388000,1395000,1369999,1372444,1375000,1379990,1399000,1400000
"Kings County","NY","New York-Newark-Jersey City","36","047",7,679000,680000,685000,689000,679000,685000,688000,689000,689000,685000,689000,679000,675000,675000,679000,685000,689000,689000,689000,680000,685000,689000,679000,679000,675000,669000,669000,679000,685000,689000,679000,679000,678999,679000,675000,665000,659000,669000,699000,699000,699000,729000,725000,749000,750000,775000,799000,799000,799000,799000,8e+05,819500,848444,850000,865000,869000,879000,899999,9e+05,919000,959000,962000,979000,995000,999000,999000,995000,995000,999000,1029000,1050000,1015000,1099000,1100000,1150000,1150000,1150000,1149000,1100000,1100000,1109500,1120000,1100000,1149000,1146500,1139500,1124333.5,1129000,1102100,1149000,1150000,1129500,1150000,1180000,1195000,1195000,1185000,1190000,1185000,1199000,1200000,1225000,1200000,1199000,1199000,1195000
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,499000,499000,490000,479000,485000,475000,475000,469000,459998.5,469000,465000,450000,450000,459000,449000,450000,465000,465000,459000,460000,460000,469900,468792,475000,480000,479000,477900,494000,495000,489000,485000,514900,525000,470000,464900,453915,480000,485000,484358,493845,483450,489000,499000,479000,479900,479000,489000,495000,499000,499999,499000,499000,499999,499000,499000,499900,5e+05,515000,525000,529000,530000,535000,536950,550000,549000,549000,569000,575000,579000,575000,580000,595000,609500,620000,615000,624900,620000,629000,625000,619999.5,625000,625000,630000,639000,639999,650000,650000,650000,650000,657999,650000,649990,650000,649938.5,665000,669000,670000,675000,685000,689000,689000,690000,690270,690000,699000,698000
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,379900,379000,379000,375000,375000,369250,369000,359000,349900,349900,349000,347500,345000,349000,349500,350000,357500,349500,349000,339900,345950,349900,349900,349900,349900,359000,365000,375000,375000,374900,369900,365000,367250,369000,368000,374000,372500,374945,379000,385000,385000,383700,385000,388000,389000,390000,389900,385000,383886,390000,395000,4e+05,409000,408705,417750,419000,419995,425000,420000,429000,429950,437085,445155,450000,449000,450000,444500,445000,445000,449000,450000,450000,460019,475000,479000,489000,485990,489000,490202,479000,489900,495000,495000,495000,489900,499000,503296,517200,517900,515000,5e+05,499900,5e+05,505000,504950,505900,522900,525000,529900,539000,539000,529900,525000,522950,525000,529000
"Queens County","NY","New York-Newark-Jersey City","36","081",10,675000,670000,669000,669000,669000,669000,669994.5,671750,670000,669000,675000,669000,669000,659350,659000,650000,649999,650000,650000,649000,649000,649000,649000,649000,649000,649000,649000,649000,649000,650000,650000,649994.5,650000,649000,649999,649000,649000,649000,649000,659000,669900,668000,669000,659000,669000,669888,669000,671944,679000,679000,679000,699000,699000,709000,719000,720000,719000,719894,718000,719000,719000,699000,699000,738000,739000,720000,749000,760000,775000,780000,788000,790000,798000,795000,799000,816800,806888,820000,829000,829000,829000,839000,838000,840000,835000,823888,849000,868000,890000,899000,898400,898000,895000,899000,899000,899000,899000,899000,897298.5,899990,917000,925000,929000,925888,928000,925000
"Riverside County","CA","Riverside-San Bernardino-Ontario","06","065",11,425000,429000,439000,434000,429000,429000,425000,415000,4e+05,409000,413000,409000,409000,415000,410000,4e+05,4e+05,399900,398000,381698.5,387000,389000,390000,389999.5,389500,390000,394500,399000,398900,399000,396495,395000,399000,399900,419000,425000,439000,449900,449900,450000,459900,450000,459000,450000,450000,475000,485000,489000,499000,499000,498000,499000,498000,494900,489000,479999,489690,495000,499000,499950,499000,509884.5,506000,507999.5,509900,5e+05,499900,499800,499800,505000,524995,527950,535000,549000,545000,539000,539000,529900,525000,521995,525000,529999,549000,549788.5,559000,559000,550000,569000,565000,566528.5,563000,565000,569900,579000,594085,599000,599000,6e+05,609000,6e+05,599888,599000,598000,595000,595000,599000
"San Bernardino County","CA","Riverside-San Bernardino-Ontario","06","071",12,399000,393000,399000,395000,396050,399000,399000,395949.5,390000,395000,389000,384995,385000,390000,389000,389000,395000,390000,389500,385000,385000,385000,383274,385000,380000,380000,379000,379000,379200,386990,385000,388900,389995,394400,399000,399000,399900,415000,424900,425000,439000,445450,460000,469000,464890,465000,478800,485000,480000,477885.5,479900,491990,489850,489000,485000,480000,495000,495000,490495,495000,495000,495000,497700,499000,499800,499900,499900,499900,499900,507265.5,510000,508612.5,506750,507090,512515,519000,525000,525000,525000,525000,525000,529900,539000,539844,545000,540000,539000,558440,560000,562565,569000,574400,569000,575000,580000,590000,588000,590000,593065,595000,595000,595000,595970,598000,595000,590000
"Clark County","NV","Las Vegas-Henderson-Paradise","32","003",13,314900,310000,304244.5,299988.5,299900,299000,299000,290000,285000,279900,275000,274900,269999,274900,270853,259900,259143.5,259900,259900,254900,259999,257600,250000,250000,254800,255990,259000,265000,269900,269900,266000,270000,274900,279900,279812.5,285000,286540,289000,291250,299900,299000,299900,3e+05,309990,319000,325000,325000,329900,329000,330000,339000,345000,349000,349900,349900,350000,350000,350000,350000,357745,355000,359000,359999,369950,369000,369000,367950,369888,369970,369000,370000,375000,375000,377000,379000,385000,388000,388500,388500,389500,390000,392611,399000,399900,399900,4e+05,399999,399999,405992.5,415000,419900,425000,428000,430000,441000,445000,449000,453007.5,450000,460888,455088,464992.5,460000,469900,469000,469894
"King County","WA","Seattle-Tacoma-Bellevue","53","033",14,649000,625000,615000,599000,599000,599000,599000,598000,589900,589000,595000,589000,579000,579950,575000,584450,580000,575000,569900,555000,560000,550000,550000,555000,560000,564975,575000,575000,575950,585000,579500,587025,590000,595000,599950,599000,610000,619500,625000,625000,630000,629950,649950,649950,650000,649950,659950,659694,675000,685000,679950,689950,680000,685000,689950,685000,689950,698000,698000,699990,715000,721030,724500,725000,730000,729000,729950,735000,749000,750000,767165,794027.5,795000,799950,799900,799000,799800,799950,799900,799995,824950,819950,835500,844995,850000,875000,874897.5,867000,895000,899000,897000,899900,909950,949000,950000,969950,975000,989919,991000,988000,989076,985000,989000,975000,975000,975000
"Wayne County","MI","Detroit-Warren-Dearborn","26","163",15,210000,210000,210000,210000,210000,210000,209900,2e+05,2e+05,214900,214900,2e+05,199900,199900,199900,199900,199955,200400,209900,209000,209900,209900,204900,205900,210000,210000,219087.5,220000,225000,224950,224900,225000,229900,226000,229000,232200,235945,239000,239900,239900,239894,244500,249000,249900,250000,254900,250000,254000,264900,262500,269900,274900,279900,275500,274900,278900,279900,279900,284900,285000,279900,289900,295000,299000,299000,296900,294900,289900,295000,299000,299900,299900,295500,299000,299900,3e+05,309900,319000,310000,315000,319000,319900,324000,325482.5,329000,327077.5,325000,329900,329900,337900,339900,338900,339000,335167.5,340000,345950,344950,349900,359500,359000,359900,366900,369900,358000,355000,358000
"Tarrant County","TX","Dallas-Fort Worth-Arlington","48","439",16,325000,328522.5,325000,325000,329000,329000,327250,325000,314900,316500,315000,314990,307000,308900,309900,319635,323500,308000,311850,314900,320000,319000,320000,324900,319990,319900,325000,335000,335080,340000,338000,334500,334900,339900,349000,348990,340000,335000,339937.5,340490.5,339900,339900,339900,339900,340000,339900,345000,347990,350000,355700,349900,350000,349000,345000,350000,350000,350000,359900,364329.5,375000,375674,385000,399500,397900,388400,385000,389990,393000,395000,399000,396000,395000,400990,413821,415000,410000,410000,402828,399990,404789,415000,414999.5,415000,419000,425000,425000,424900,429900,427000,425000,429900,429000,430000,435000,434758,439900,440000,436990,448875,449900,450000,449900,447441,435313,434990,435000
"Santa Clara County","CA","San Jose-Sunnyvale-Santa Clara","06","085",17,1250000,1298000,1295000,1285500,1295000,1285000,1250000,1250000,1249950,1250000,1268950,1250000,1200000,1199999.5,1199000,1198000,1198000,1199000,1198000,1195000,1198000,1199000,1199950,1200000,1199999,1249000,1250000,1298000,1304950,1310000,1350000,1350000,1399000,1450000,1421000,1549500,1549500,1572500,1500000,1555000,1579500,1595000,1607707.5,1600000,1632000,1600000,1613147.5,1599974.5,1766750,1750000,1679750,1699000,1698000,1698000,1699850,1699000,1749500,1775000,1800000,1850000,1899938,1899000,1899000,1899980,1898000,1888000,1877500,1931500,1898000,1925000,1950000,1980000,1995000,1950000,1960000,1988000,1977000,1975000,1939000,1986000,1995000,1998000,1998000,2050000,1999999,2099000,2185000,2149000,2120000,2099000,2100000,2199499.5,2288000,2350000,2347500,2388000,2388888,2388844,2478500,2499000,2490000,2496500,2498000,2495000,2498000,2498944
"Broward County","FL","Miami-Fort Lauderdale-West Palm Beach","12","011",18,4e+05,4e+05,399000,395000,398000,395950,399000,398500,390000,399000,399000,389900,381950,384000,375000,375000,375000,375000,375000,378000,375000,375000,374000,371875,378900,379900,385000,391000,395000,389900,395000,390000,395000,394900,395000,399000,399900,399000,399999,409900,4e+05,415000,420000,419000,429894,439000,425000,434900,439900,449000,444950,449000,450000,450000,449900,450000,450000,459000,468000,465000,470000,475000,474000,479900,475000,481000,485000,488808,479000,475000,499900,499000,5e+05,499900,5e+05,524900,519000,527500,529000,529000,539000,549000,550000,558500,559900,575000,574900,569000,569000,569900,565000,569000,573990,575000,585000,592000,595000,599000,599000,599000,598888,599000,599500,599900,610000,6e+05
"Bexar County","TX","San Antonio-New Braunfels","48","029",19,299000,299000,299900,299159.5,299500,3e+05,305000,299000,285000,289000,289000,289000,279900,280000,279500,280000,280000,279500,285000,286960.5,285328.5,285990,285990,288439.5,287900,285990,289990,294000,294904.5,299500,298939,298000,299000,299500,299900,299994.5,299900,300995,307995,309405,308200,309500,310000,310100,316000,319000,320000,324990,320990,322050,318400,324627.5,324990,319900,320000,321990,324250,325000,325990,333800,334425,335000,329000,331810,327990,328300,328000,325192.5,330645,329490,330490,340000,339900,350000,349970,356343,359990,350000,350000,350668,357700,359000,355000,355997.5,356000,359000,362000,361677,360000,360000,363862,359990,359000,354900,352289,350000,352900,349990,353287.5,357000,355000,357000,358145,360000,359900,359990
"New York County","NY","New York-Newark-Jersey City","36","061",20,1100000,1099500,1100000,1100000,1100000,1095000,1095000,1085000,1039000,999975,1050000,1082500,1050000,999000,1099900,1175000,1195000,1200000,1245000,1200000,1245000,1250000,1295000,1295000,1285625,1295250,1295000,1295000,1300000,1300000,1295000,1295000,1325000,1350000,1349000,1350000,1310000,1325000,1415000,1450000,1475000,1550000,1500000,1500000,1550000,1600000,1695000,1695000,1750000,1750000,1742500,1745000,1808800,1800000,1895000,1895000,1950000,2e+06,2e+06,2100000,2195000,2195000,2190000,2200000,2250000,2250000,2250000,2300000,2400000,2395000,2450000,2499499.5,2682500,2575000,2400000,2495000,2358500,2350000,2300000,2325000,2300000,2300000,2300000,2325000,2325000,2350000,2300000,2330000,2299000,2300000,2295000,2250000,2225000,2250000,2250000,2250000,2250000,1975000,1895000,1995000,2e+06,1999747.5,1995000,1995000,1995000,1990000
"Philadelphia County","PA","Philadelphia-Camden-Wilmington","42","101",21,425000,429450,428000,419900,424900,425000,415000,409000,402000,409900,399900,399875,399900,399900,399500,399000,399000,397250,399000,399000,399000,389948.5,395000,394500,390000,395000,395000,399000,399000,389900,399000,399000,399000,399000,399500,399900,399900,399999,409900,399899.5,399900,399900,399000,399200,399000,399000,399999,399999,415000,419000,415000,419000,409900,410000,4e+05,4e+05,419000,415000,415000,415000,414900,419000,415000,419000,423950,419900,424900,424999,424900,421843.5,424000,425000,425000,425000,425000,429000,432900,429000,427950,435000,449000,449000,449900,450000,449000,445000,449500,449900,450000,450000,450000,450000,459990,459000,459999,450000,459000,452490,450000,459000,450000,465000,474540,469900,469900,469950
"Alameda County","CA","San Francisco-Oakland-Hayward","06","001",22,9e+05,945000,925000,940000,941500,929500,925000,9e+05,905000,890000,889000,888869,879000,875000,850000,869000,859950,859900,859000,845000,848000,825000,827000,835000,839975,835000,849000,864900,865000,869000,888000,895000,895495,946450,935000,939000,949975,995000,1005995,1010492.5,1088000,1081450,1099800,1100000,1099800,1099000,1139110,1174465,1189000,1198000,1249500,1243444,1277500,1298000,1287495,1295000,1300000,1299000,1314537,1349000,1340851,1390000,1380000,1400000,1398000,1398500,1399975,1475000,1495000,1474475,1425000,1399950,1449800,1450000,1450000,1457226.5,1423677.5,1399999.5,1400000,1449000,1399999,1415367.5,1452500,1452500,1400985,1401947,1419000,1498000,1499000,1495000,1470000,1488440,1495000,1499000,1525995,1550000,1597880,1549941.5,1589000,1595000,1595000,1622497.5,1598000,1599000,1695000,1695000
"Middlesex County","MA","Boston-Cambridge-Newton","25","017",23,639000,629900,630000,629900,649000,639000,629900,629000,625000,620000,625000,625000,624900,612400,619000,619900,609900,599900,599900,599000,599900,599900,599900,599900,599999,609900,599900,599900,599900,599900,609900,6e+05,619000,629000,639900,639850,650000,659000,659900,659900,675000,679900,679900,675000,689000,694949.5,689000,689000,699000,717000,699900,708000,699000,699425,699900,699999.5,725000,729000,731024.5,749000,749000,750000,750000,759900,779000,769250,769000,750000,769900,789000,795000,789000,779000,789900,799000,795000,799000,799000,799900,799000,799000,8e+05,825000,849000,826500,849900,875000,869900,856500,849000,849850,849900,850000,850000,859945,875000,869000,879900,889900,899000,879990,899000,895000,879900,877000,889450
"Suffolk County","NY","New York-Newark-Jersey City","36","103",24,799000,799000,799000,799000,795000,795000,799000,799000,799000,799000,810000,799999,799000,819000,795000,775000,775000,769000,789000,795000,799000,799000,825000,799000,799000,824876,799000,825000,799999,799000,799250,819000,849000,895000,850000,850000,850000,869000,850000,865000,850000,850000,850000,895000,899994.5,899000,945000,955000,995000,899000,975000,929000,924494.5,939000,949500,950000,975000,999000,995000,1099495,1049000,1074750,999990,975000,985000,960000,975000,995000,999900,1062500,1100000,1125000,1175000,1199000,1175000,1149000,1100000,1125000,1149000,1149000,1195000,1200000,1225000,1250000,1250000,1299000,1250000,1250000,1200000,1200000,1199000,1199000,1250000,1250000,1279000,1299000,1295000,1299999,1295000,1290000,1224500,1199995,1199888,1200000,1200000,1249000
"Sacramento County","CA","Sacramento--Roseville--Arden-Arcade","06","067",25,421900,419950,419950,424500,419250,419000,409900,405950,409000,406200,4e+05,399000,399000,399000,395000,389900,389000,375000,369000,367175,362300,368217.5,359990,362400,364788,370000,370000,379000,389000,385990,390000,399000,399900,425000,429900,419250,425000,429000,429000,439000,452250,450000,465000,465450,470000,479450,484900,489950,489000,479900,475000,480000,489925,495349.5,488554,489900,489000,495000,498000,499000,499994.5,499000,499888,5e+05,524250,525000,525000,525000,530000,535000,532945,532900,536750,549000,549000,549950,550000,555000,555425,560000,565000,569000,572000,571000,575000,589000,590000,596750,589900,589900,599000,599900,599900,599000,599900,610995,624900,625000,629000,635000,624250,619900,624900,619900,625000,629000
"Bronx County","NY","New York-Newark-Jersey City","36","005",26,580000,580000,579000,579000,575000,575000,575000,575000,569000,569000,562500,560000,552510.5,550000,550021,549990,550000,549000,549999,549000,549000,549000,549000,549000,549000,545000,549000,549000,550000,550000,549000,545000,545000,549000,545000,549000,539000,529000,529000,539000,549000,549000,544500,549000,549000,549000,549000,549000,549000,549000,549000,550000,565000,579000,579000,579000,579000,599000,589000,585000,579000,579000,579000,599000,599000,599000,599000,599000,599000,599000,635000,640000,649000,649000,648000,639000,639000,649000,649000,649000,639000,649000,649000,649000,649000,649000,649000,669000,689000,689000,699000,699000,699000,7e+05,719000,725000,725000,739000,739000,743950,749000,749000,749000,749000,750000,749994.5
"Nassau County","NY","New York-Newark-Jersey City","36","059",27,729500,739000,739000,739000,739000,729000,729000,729000,729000,739000,749000,729000,709000,699000,699000,699000,699000,699000,699000,699000,699000,699000,699000,699000,699000,699000,699000,699500,719000,699990,717000,715000,719000,720000,725000,729000,729000,729000,729000,729000,749000,748000,749000,749999,759000,769000,775000,779000,775000,749999,749994.5,755000,769000,769000,759000,759888,775000,799000,798000,799000,799000,799000,799000,795000,799000,799000,799000,799000,810000,825000,829000,829777,829000,829882,829000,838000,849000,849000,850000,850000,859000,868000,875000,888000,885000,879000,884500,899000,898000,897900,899000,899000,899000,899000,899000,925000,899999,899000,899999,922827,899900,919000,899999,899900,899999,899000
"Palm Beach County","FL","Miami-Fort Lauderdale-West Palm Beach","12","099",28,469900,461950,459000,450000,449000,449000,449000,449000,436999,439000,439900,439000,439000,440000,439000,439000,435000,435000,429000,425000,425000,429900,429900,442900,449000,449500,449900,450000,450000,450000,450000,446900,450000,465000,470000,475000,474000,469000,460000,469500,466900,472900,489000,475000,479000,489000,489000,497000,499000,499000,499000,499000,495000,499000,499000,499900,499888,510000,510000,525000,529000,525000,525000,548000,539000,527900,529000,530000,530000,549900,559000,569000,575000,575000,575000,575000,576000,585000,575000,573000,579000,580000,595000,599500,599500,620000,610000,610000,614900,619000,6e+05,599999,621995,619000,640000,649000,649000,649000,649000,648000,638745,639000,639000,635000,649000,649000
"Cuyahoga County","OH","Cleveland-Elyria","39","035",29,259900,264900,260000,259900,259900,259900,259000,250000,250000,250000,249900,249900,249900,250000,249000,249000,248250,245000,244485,239990,244000,244000,245000,240000,242875,246700,242990,243745,244900,245000,247900,248900,249900,250000,250000,259000,260000,264945,265000,259900,259900,262500,259900,262500,266920,267700,268825,269000,269900,279900,279000,279000,272500,270495,274500,274900,274475,274900,279000,279900,289900,295000,289900,290000,289900,289900,289000,289900,289900,295000,295000,294900,298000,299900,299900,299900,299900,299000,299000,295000,299000,299900,307195,317900,319900,319900,315000,312990,319000,319900,319500,315000,320000,329900,330000,338329,345000,346112.5,340000,339999.5,339000,338200,334900,335000,337000,339900
"Hillsborough County","FL","Tampa-St. Petersburg-Clearwater","12","057",30,3e+05,309000,309900,309900,310000,3e+05,3e+05,299900,290000,285000,285000,279900,270000,274900,273500,275000,275000,269900,269900,269900,275000,265000,263962,266000,264000,264990,264900,264990,265900,268990,265000,265990,267260,269837.5,268990,269990,275000,274900,275990,283735,280990,284245,289000,290000,295000,289900,293400,298990,297000,299000,299000,3e+05,302945,302540,309500,312990,312990,310990,315000,317978,315000,319000,319900,319990,319900,319990,319900,325000,324900,323990,329000,335000,334900,335000,335200,340000,339900,349000,345000,344900,349900,349999,358000,350000,360000,369000,370000,379990,379000,375990,378995,375000,382000,389000,384900,379900,379000,386990,396000,399000,399000,399900,399999,399999,4e+05,4e+05
"Allegheny County","PA","Pittsburgh","42","003",31,254900,259900,252290,254950,259900,259900,264900,265000,259900,260000,260000,264250,264900,264900,259900,255000,256016.5,259064.5,259000,257990,255700,255000,255000,259900,267000,270000,268000,269000,263700,264900,269000,269000,265000,269000,269990,269900,274900,279000,274900,275000,279500,285000,284000,280353,289900,285745,289000,289900,299900,299000,294900,289900,289900,289500,286990,289900,289900,289500,295000,294900,299900,3e+05,3e+05,299999,3e+05,299900,299900,299900,312745,309900,309000,315000,319000,319990,322990,324250,319900,324900,319000,310000,315000,314900,319990,321849.5,325000,325000,319500,320000,328900,328900,325000,328000,328000,325000,329000,329794,330000,330000,337815,337320,339000,344000,345000,337950,337770,335000
"Oakland County","MI","Detroit-Warren-Dearborn","26","125",32,249900,249900,249000,249000,249900,249900,249000,244900,249000,249000,249900,240000,240000,239900,239900,238950,239000,240000,245000,244900,244900,246320,247900,249900,249900,249900,249900,250000,259900,263890,267900,265000,270000,274900,279900,288950,289900,289999,295000,289900,294900,299500,299900,299900,3e+05,313850,319900,319900,329900,329900,329900,329900,338900,339000,340000,339900,339900,339900,346900,349900,349900,352510.5,355000,359900,355000,355000,350000,349900,350000,359900,364990,369000,369900,369900,365000,369900,374900,374900,379000,377700,376995,379000,384500,390000,389000,394020,390000,399000,399000,399000,399900,399000,398000,395500,399900,4e+05,4e+05,409900,410000,407650,4e+05,407999,4e+05,402900,399999,4e+05
"Franklin County","OH","Columbus","39","049",33,279888,279000,274900,274900,275000,277500,279524.5,274949.5,272963,266569.5,266710,265000,262900,264986,260000,259900,264900,259900,259900,259900,259900,259900,262700,262900,259900,259900,259900,265000,264900,264900,259900,259900,259900,259999,260000,259900,264900,269000,274900,279900,278000,279900,284900,289900,291900,295900,294800,295000,292900,295450,299900,299999.5,309000,314900,319900,319000,320000,323995,325000,325990,328000,325000,327900,329000,329900,335000,334900,334995,339000,341000,345950,347500,347200,349500,347500,349900,349900,349900,349800,349900,349900,349900,351000,359900,365375,374900,359900,364900,359999,364900,359945,359990,359945,358152.5,370000,381990,394500,399800,399000,392000,389900,387191,387000,379950,382750,383500
"Hennepin County","MN","Minneapolis-St. Paul-Bloomington","27","053",34,459900,449900,449000,439900,449900,449900,449000,445000,425000,424900,424900,424900,409000,4e+05,399900,399900,399900,399900,399000,399000,399900,4e+05,414000,409900,409900,405490,399900,404990,416900,409000,417450,419990,429000,430000,449900,449900,454950,454990,449900,449900,449900,449000,452500,463990,465000,475000,485000,494990,505900,499999,504945,495450,489900,480495,479900,479700,474990,475000,480945,489900,499900,503990,495000,489000,482700,489900,489900,491990,490000,489900,499000,499900,5e+05,525000,514900,506945,5e+05,499900,511490,513000,519000,519900,538200,541000,550000,549900,530000,525000,525000,523445,519997.5,524900,525000,529400,529900,540072.5,550000,550000,550000,550000,549900,539900,539900,539900,549000,549900
"Orange County","FL","Orlando-Kissimmee-Sanford","12","095",35,320000,319900,319000,312000,314900,312858.5,319900,320000,299900,299900,299900,299000,298787,299000,289950,285950,289900,279900,279900,285000,289000,282990,280000,280495,279900,284995,289900,290000,295000,295000,299000,299000,299900,299900,3e+05,3e+05,299900,299900,309900,309900,319990,320495,321990,319732.5,323303,322990,322945,325000,325000,329000,331303,329990,329900,329990,334900,339495,339500,339900,349320,349290.5,345000,347215,343260.5,341990,342995,349000,348813,351400,358990,359000,356990,357500,360000,361296.5,365900,371990,367000,366640,370490,369900,375131,385800,385000,384735,395465,399900,399000,399900,408879,399990,399990,399900,4e+05,399900,399999,405920,409990,410000,420990,427598.5,429000,429414.5,437269,439000,444000,435000
