"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Chesapeake","Chesapeake","VA","Virginia Beach, VA, VA","Virginia Beach, VA",106,1.05272094405298,78.52,0.0693,4.34,262600,0.535987748851455,4.87220447284345,0.0329131759329779,,0.118829775093533,0.032357679925365,82
"City","Fort Myers","Fort Myers","FL","Fort Myers, FL, FL","Fort Myers, FL",107,3.74989387893709,85.71,0,0.19,210000,0.286532951289398,1.84287099903007,0.0036952380952382,,0.0722595554850352,0.0098739031986365,119
"City","Garland","Garland","TX","Dallas-Fort Worth, TX, TX","Dallas-Fort Worth, TX",108,7.58128873418796,98.72,0,0.63,193800,0.675324675324675,10.8695652173913,0.103199174406605,,,,49
"City","Gilbert","Gilbert","AZ","Phoenix, AZ, AZ","Phoenix, AZ",109,4.76271330333645,90.82,0.0015,0.26,327700,0.614062020264047,7.90253539677313,0.0370857491608179,,0.0851004035413922,0.00668176212284793,51
"City","North Las Vegas","North Las Vegas","NV","Las Vegas, NV, NV","Las Vegas, NV",110,3.10552678495628,78.61,0.0198,1.02,254200,1.03338632750397,16.3919413919414,0.0815499606608969,,0.113926324952063,0.0541535826555167,50
"City","Fremont","Fremont","CA","San Francisco, CA, CA","San Francisco, CA",111,9.65107394515663,100,0.0049,0,1145300,1.09453614617354,17.2142053014021,0.0937640792805379,,0.0274274731242806,0.00282996337935771,44.5
"City","Santa Clarita","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim, CA, CA","Los Angeles-Long Beach-Anaheim, CA",112,2.70905849392988,89.03,0.0125,1.8,543300,0.221361372440509,2.93671845395983,0.0302650469353949,,0.0525132284921244,0.0189240970786969,59
"City","Fontana","Fontana","CA","Riverside, CA, CA","Riverside, CA",113,3.08260463536803,91.4,0,1.07,383700,0,6.14107883817427,0.0408418034923117,,0.0664143735834437,0.0360906268668755,62
"City","Irving","Irving","TX","Dallas-Fort Worth, TX, TX","Dallas-Fort Worth, TX",114,9.03217590627388,100,0,0,206600,0.829673011224988,11.6153430578066,0.0979864472410454,,,,60
"City","Arlington","Arlington","VA","Washington, DC, VA","Washington, DC",115,4.6667798624671,91.67,0,0,664600,0.135603435287027,1.9168839135102,0.0250692145651519,,0.0933547428300959,0.00587542695861842,60
"City","Springfield","Springfield","MO","Springfield, MO, MO","Springfield, MO",116,5.24322947618643,,,,134000,0.374531835205993,8.58995137763371,0.0381044776119404,,0.0737791270381747,0.0190347804029741,61
"City","Santa Rosa","Santa Rosa","CA","Santa Rosa, CA, CA","Santa Rosa, CA",117,9.18244333135241,98.15,,,586100,0.51449151089007,5.7942238267148,0.0765108343286129,,0.0373023547283673,0.00448239769585958,60
"City","Greenville","Greenville","SC","Greenville, SC, SC","Greenville, SC",118,4.48170472875456,93.71,0.0041,0.48,184000,0.766703176341731,10.5105105105105,0.0237065217391303,,0.0626252852896125,0.0292931120298152,62
"City","Oxnard","Oxnard","CA","Ventura, CA, CA","Ventura, CA",119,5.63630189319976,89.47,0.0062,0.53,493800,0.32507110930516,6.42241379310345,0.0728817334953422,,0.0739865815136268,0.0251975257303088,72
"City","Richmond","Richmond","VA","Richmond, VA, VA","Richmond, VA",120,4.23550386280669,91.49,0.036,1.63,215900,1.02948058025269,12.4479166666667,0.0674432607688744,,0.109480119753624,0.0305884403202518,58
"City","Des Moines","Des Moines","IA","Des Moines, IA, IA","Des Moines, IA",121,1.63426436879192,83.33,0.0204,1.12,137600,0.511322132943755,6.83229813664596,0.0391061046511627,,0.0587345039681235,0.0436449175623609,60
"City","Ocala","Ocala","FL","Ocala, FL, FL","Ocala, FL",122,6.80787842771033,78.43,,,139300,1.01522842639594,10.0315955766193,0.0457717157214645,,0.117164911208584,0.0150155511271397,86
"City","Boca Raton","Boca Raton","FL","Miami-Fort Lauderdale, FL, FL","Miami-Fort Lauderdale, FL",123,5.48518549961796,82.41,0.0015,0.11,337600,0.416418798334325,4.649721016739,0.0535219194312797,,0.0650457176634527,0.0140544190755674,114
